17:59:53 AsmHelper Transforming
17:59:53 AsmHelper Applying AsmWriter
17:59:56 Grow BufferBuilder buffer
18:00:01 Grow BufferBuilder buffer
18:00:01 Grow BufferBuilder buffer
18:00:01 Grow BufferBuilder buffer
18:00:01 Grow BufferBuilder buffer
18:00:01 Grow BufferBuilder buffer
18:00:01 Grow BufferBuilder buffer
18:00:01 Grow BufferBuilder buffer
18:00:01 Grow BufferBuilder buffer
18:00:03 Grow BufferBuilder buffer
