19:15:30 AsmHelper Transforming
19:15:30 AsmHelper Applying AsmWriter
19:15:35 Grow BufferBuilder buffer
19:15:50 Grow BufferBuilder buffer
19:16:46 Grow BufferBuilder buffer
19:16:46 Grow BufferBuilder buffer
19:16:47 Grow BufferBuilder buffer
19:16:56 Grow BufferBuilder buffer
19:18:23 Grow BufferBuilder buffer
19:31:11 Grow BufferBuilder buffer
19:31:12 Grow BufferBuilder buffer
19:35:00 Grow BufferBuilder buffer
