08:32:45 AsmHelper Transforming
08:32:45 AsmHelper Applying AsmWriter
08:32:50 Grow BufferBuilder buffer
08:33:19 Grow BufferBuilder buffer
08:33:20 Grow BufferBuilder buffer
08:33:20 Grow BufferBuilder buffer
08:33:20 Grow BufferBuilder buffer
08:33:22 Grow BufferBuilder buffer
08:33:24 Grow BufferBuilder buffer
08:33:29 Grow BufferBuilder buffer
08:35:13 Grow BufferBuilder buffer
